filename,category,height,width,xmin,ymin,xmax,ymax
IMG_1684.png,Other Insect,607,1087,343,232,375,295
IMG_1684.png,Other Insect,607,1087,761,223,787,295
IMG_1684.png,Other Insect,607,1087,821,226,855,292
IMG_1684.png,Other Insect,607,1087,405,257,431,285
IMG_1684.png,Other Insect,607,1087,457,58,552,128
IMG_1684.png,Other Insect,607,1087,282,117,323,157
IMG_1684.png,Other Insect,607,1087,340,147,425,238
IMG_1684.png,Other Insect,607,1087,330,68,462,150
IMG_1686.png,Leaf,648,979,0,0,979,648
IMG_1686.png,Leaf Miner,648,979,792,363,942,588
IMG_1688.png,Leaf,473,826,0,0,826,473
IMG_1690.png,Leaf,373,447,0,0,447,373
IMG_1692.png,Fungus,492,823,722,228,754,267
IMG_1692.png,Leaf,492,823,0,0,823,492
IMG_1694.png,Leaf,546,1098,0,0,1098,546
IMG_1696.png,Leaf,541,836,0,0,836,541
IMG_1696.png,Fungus,541,836,328,380,364,425
IMG_1698.png,Leaf,431,925,0,0,925,431
IMG_1698.png,Fungus,431,925,9,311,66,373
IMG_1702.png,Leaf,400,731,0,0,731,400
IMG_1708.png,Leaf,458,1031,0,0,1031,458
IMG_1708.png,Leaf Miner,458,1031,118,213,246,331
IMG_1710.png,Leaf,568,993,0,0,993,568
IMG_1710.png,Fungus,568,993,691,213,781,321
IMG_1710.png,Fungus,568,993,762,325,834,371
IMG_1712.png,Other Insect,755,1522,568,442,679,526
IMG_1712.png,Leaf,755,1522,0,0,1522,755
IMG_1712.png,Other Insect,755,1522,25,244,563,652
IMG_1716.png,Leaf,757,1306,0,0,1306,757
IMG_1716.png,Fungus,757,1306,17,257,147,526
IMG_1716.png,Fungus,757,1306,764,23,966,152
IMG_1716.png,Fungus,757,1306,757,423,854,534
IMG_1716.png,Fungus,757,1306,656,530,703,568
IMG_1716.png,Other Insect,757,1306,555,9,711,116
IMG_1716.png,Other Insect,757,1306,650,627,757,703
IMG_1716.png,Other Insect,757,1306,246,581,328,665
IMG_1716.png,Fungus,757,1306,162,145,236,221
IMG_1716.png,Fungus,757,1306,265,530,330,570
IMG_1716.png,Fungus,757,1306,419,53,471,95
IMG_1718.png,Leaf,429,891,0,0,891,429
IMG_1718.png,Leaf Miner,429,891,403,284,574,406
IMG_1720.png,Leaf,341,643,0,0,643,341
IMG_1720.png,Other Insect,341,643,371,138,485,205
IMG_1722.png,Leaf,577,1214,0,0,1214,577
IMG_1722.png,Other Insect,577,1214,521,92,590,145
IMG_1722.png,Other Insect,577,1214,755,72,800,123
IMG_1722.png,Other Insect,577,1214,927,81,970,151
IMG_1722.png,Other Insect,577,1214,990,72,1050,123
IMG_1722.png,Other Insect,577,1214,644,338,686,417
IMG_1722.png,Other Insect,577,1214,708,306,765,411
IMG_1722.png,Other Insect,577,1214,685,441,751,529
IMG_1722.png,Other Insect,577,1214,767,428,831,501
IMG_1722.png,Other Insect,577,1214,847,363,933,462
IMG_1722.png,Other Insect,577,1214,926,298,970,384
IMG_1722.png,Other Insect,577,1214,996,355,1035,408
IMG_1722.png,Other Insect,577,1214,1027,313,1070,354
IMG_1722.png,Other Insect,577,1214,942,411,992,460
IMG_1722.png,Other Insect,577,1214,865,459,939,504
IMG_1724.png,Fungus,355,655,151,170,355,248
IMG_1724.png,Leaf,355,655,0,0,655,355
IMG_1726.png,Leaf,478,777,0,0,777,478
IMG_1726.png,Fungus,478,777,334,28,444,103
IMG_1728.png,Leaf,554,1038,0,0,1038,554
IMG_1728.png,Other Insect,554,1038,407,186,509,311
IMG_1728.png,Other Insect,554,1038,711,156,774,232
IMG_1728.png,Other Insect,554,1038,466,44,510,133
IMG_1728.png,Other Insect,554,1038,530,64,566,124
IMG_1728.png,Other Insect,554,1038,580,89,615,137
IMG_1730.png,Leaf,464,759,0,0,759,464
IMG_1730.png,Fungus,464,759,291,197,355,295
IMG_1730.png,Fungus,464,759,396,131,470,203
IMG_1730.png,Fungus,464,759,304,96,345,137
IMG_1730.png,Fungus,464,759,434,238,511,303
IMG_1730.png,Fungus,464,759,377,265,426,330
IMG_1730.png,Fungus,464,759,607,113,721,211
IMG_1732.png,Leaf,593,901,0,0,901,593
IMG_1732.png,Other Insect,593,901,154,165,313,300
IMG_1732.png,Other Insect,593,901,83,317,174,364
IMG_1732.png,Fungus,593,901,5,118,357,453
IMG_1734.png,Leaf,622,1119,0,0,1119,622
IMG_1734.png,Other Insect,622,1119,457,153,561,288
IMG_1734.png,Other Insect,622,1119,358,95,444,181
IMG_1734.png,Other Insect,622,1119,843,220,961,342
IMG_1734.png,Other Insect,622,1119,578,416,754,564
IMG_1736.png,Leaf,622,1079,0,0,1079,622
IMG_1736.png,Fungus,622,1079,419,188,473,255
IMG_1736.png,Fungus,622,1079,523,42,559,103
IMG_1736.png,Other Insect,622,1079,325,327,476,521
IMG_1736.png,Other Insect,622,1079,667,425,715,477
IMG_1738.png,Leaf,793,1369,0,0,1369,793
IMG_1738.png,Fungus,793,1369,285,500,556,733
IMG_1738.png,Fungus,793,1369,12,482,206,618
IMG_1738.png,Fungus,793,1369,286,316,432,448
IMG_1738.png,Fungus,793,1369,589,53,787,151
IMG_1742.png,Leaf,964,1931,0,0,1931,964
IMG_1744.png,Leaf,729,1207,0,0,1207,729
IMG_1744.png,Fungus,729,1207,3,348,109,490
IMG_1744.png,Fungus,729,1207,366,111,424,179
IMG_1744.png,Other Insect,729,1207,311,71,399,151
IMG_1746.png,Leaf,494,787,0,0,787,494
IMG_1746.png,Leaf Miner,494,787,333,328,560,452
IMG_1750.png,Leaf,785,1459,0,0,1459,785
IMG_1750.png,Leaf Miner,785,1459,189,177,406,417
IMG_1752.png,Leaf,730,1436,0,0,1436,730
IMG_1752.png,Other Insect,730,1436,719,149,772,205
IMG_1752.png,Other Insect,730,1436,623,159,694,293
IMG_1752.png,Other Insect,730,1436,393,238,497,298
IMG_1752.png,Other Insect,730,1436,340,278,388,336
IMG_1752.png,Other Insect,730,1436,431,553,646,694
IMG_1754.png,Leaf,422,657,0,0,657,422
IMG_1754.png,Leaf Miner,422,657,498,255,555,346
IMG_1756.png,Leaf,528,1026,0,0,1026,528
IMG_1756.png,Leaf Miner,528,1026,535,363,708,478
IMG_1762.png,Leaf,735,1115,0,0,1115,735
IMG_1762.png,Fungus,735,1115,622,426,964,677
IMG_1762.png,Fungus,735,1115,44,423,118,559
IMG_1762.png,Fungus,735,1115,270,570,344,668
IMG_1762.png,Fungus,735,1115,361,668,433,728
IMG_1762.png,Fungus,735,1115,514,598,612,689
IMG_1762.png,Fungus,735,1115,452,41,486,79
IMG_1766.png,Leaf,783,1400,0,0,1400,783
IMG_1766.png,Other Insect,783,1400,555,263,618,379
IMG_1766.png,Other Insect,783,1400,629,388,711,547
IMG_1766.png,Other Insect,783,1400,483,425,547,505
IMG_1766.png,Other Insect,783,1400,219,477,275,530
IMG_1766.png,Other Insect,783,1400,1163,127,1204,179
IMG_1766.png,Fungus,783,1400,1321,97,1383,171
IMG_1766.png,Fungus,783,1400,1134,411,1188,467
IMG_1766.png,Fungus,783,1400,855,652,872,668
IMG_1766.png,Fungus,783,1400,632,340,649,359
IMG_1768.png,Leaf,857,1669,0,0,1669,857
IMG_1768.png,Fungus,857,1669,797,6,991,145
IMG_1768.png,Fungus,857,1669,1100,309,1209,427
IMG_1768.png,Fungus,857,1669,1194,612,1285,694
IMG_1768.png,Fungus,857,1669,897,681,1039,812
IMG_1768.png,Other Insect,857,1669,1166,463,1206,503
IMG_1768.png,Other Insect,857,1669,433,309,521,542
